[138, 'spam_score:', 0, 'GBZZJJYZC4BFVWOBNDPIISHBDPTEAZ4ILX4CEOZNW23AUZBKVSTI324B']
[139, 'spam_score:', 1, 'GAK5R4Q7V4UYZGMBAIRRLY2HMQBFGFYNUYZUUEAU6S2VWJN3IF2CXKNS']
[140, 'spam_score:', 0, 'GABQFW2OH333FKJS2QCDDS73OHKXDQT34AOQXT7EUUYLDIANVA4YEBJW']
[141, 'spam_score:', 1, 'GAR2XWPJEDDDXFO5H5DWS3V67ADP2HNFOXPL5GAQS2AXTEVRHYGQSKXK']
[142, 'spam_score:', 0, 'GCIG73PZSKFEUQUJIXHNDFYB4BTKOJOWBNLHVA4WUHFEWRU2D5VIGJBM']
[143, 'spam_score:', 1, 'GD33VZATE7VEABHFGY7L46L37TJEOW5SOMYNQ5Y2YUTFFMCKQXO4P5YN']
[144, 'spam_score:', 2, 'GDUHYOWJBNRUEP7XSHUQUMGXTNAJECYUTX7OFNXNKQSLYDDZEXL4IBTH']
[145, 'spam_score:', 34, 'GCC3WKYXIR325NEJ6ATU4AON3F2M2SQKUNQWX3HYA5VFIGS4EMOMWBXI']
[146, 'spam_score:', 0, 'GBKNL7JTU7HX6JFHBGOFRHP6BSGACDADRGZWHUQC2Q2K6MXOWSGT3TBK']
[147, 'spam_score:', 1, 'GC4ZFOA3ZSDKBCB3S3KEGTMG7TYVSK4XUF4BXBQFEHLZEW4P5HSXDRZW']
[148, 'spam_score:', 19, 'GDMVRM6XNAWKKQWCDHAKZVGOTJ2P3APXPFQNWLOKRTJ4OYCM4NY5ZGLV']
[149, 'spam_score:', 0, 'GARNRS4E53COX6AUJDG62NARRY535RXXHM5KRYE24JUXA3HIDOBGY67Y']
[150, 'spam_score:', 5, 'GC3TPGKS4BR5WUAYUMI6YEEXHLKRDQNBPIGFQQPJS4OYPLRD2BVE62B2']
[151, 'spam_score:', 0, 'GAEPZBEMXMG3JWU5MYBUWUZUODK3D45TAWGNELLOIDAVF64AACE5HHJU']
[152, 'spam_score:', 0, 'GBWSFSUMV7Z2HHOO3WGRVS2H3YUOUEEVJGPAGNT3RYG4ZJDFLSU2OZLI']
[153, 'spam_score:', 9, 'GDTRFIYF3JSYJCKQOZOXHZFWWEHDOIV3NBMQ2SY2IOFTOJQZAVGNGX7X']
[154, 'spam_score:', 2, 'GC5OX5FJIQXH76WDK2S3BLPZDSNGZGVS37OJGZKVVU3RPF7CCNECNVY2']
[155, 'spam_score:', 1, 'GCVPDTCX42QDHKOHFS2NLNDYGEYK5D42O4LSXUSCLEZYQSWFOVQHBJTD']
[156, 'spam_score:', 4, 'GD4AXSTFGQR4N4DGGVECBVF76GCYZDLUP2LFR35ERJRKHP2ACVHV2VJX']
[157, 'spam_score:', 0, 'GDT4AQYAF34UG5MNNUTOJL4USNQT3SRV5TMC4OYRHQAHM3GTVCAAKMSM']
[158, 'spam_score:', 5, 'GCOJOSMYYTFUFJZJTVWJ4TV2BXWQHCUGLZDFKFWJBFKLJF6SD73D2YNT']
[159, 'spam_score:', 0, 'GCHVCCMQYBO3FW5C2KH6KUT7KFZG6R4EYA53EZMLUMMGE4NY3LXS3SOW']
[160, 'spam_score:', 14, 'GB3OBWXMJYZHUJOLVVQGWJUDGSVEIRQOPDOENLKVJG6XR5KG7ZIWJW2R']
[161, 'spam_score:', 2, 'GCHC5QFSHENUGAGJ3JES72JYFEFEGAHWW6RKKTF66GFSF45JWYA34PP7']
[162, 'spam_score:', 3, 'GDHYWYDED3K65QLF426UWAELWRJRSW5HC4PCTY2VHVKTQKLQ6GAQHYIS']
[163, 'spam_score:', 2, 'GBKETSMWTZNTR7GGG6C66O2NM2FQAPD6L5LIS5QBR5BFUP2263BNKJG4']
[164, 'spam_score:', 0, 'GAESZDN54K6OWJJ2WBKXCS27O3KYLMU5DGODCGYDQEIVM5GNKSJZPK55']
[165, 'spam_score:', 2, 'GBLCO4OAHHUTXASQVI5XIM5XX4CEPVTHKKAI7ERHDO3CBD4AFZC4C2IV']
[166, 'spam_score:', 65, 'GDAC2ZYNMQCULI4QMOXNMUWYRATVM2HWYA6JNX7EUM2XZ26XJQYII7WI']
[167, 'spam_score:', 6, 'GAB7E6N5BNVXUQ5ZQTQUPTNL4XXYV4GWTBR65POKZ7DHN5SCJ4SQYBD3']
[168, 'spam_score:', 3, 'GCRRVIDQQ5XIUL7IB6AUOOLYAF6G6NC6YYZHRZSBK4EZBIBO62RIL2SK']
[169, 'spam_score:', 0, 'GAGCWY5JKDDPGWTOGJXAM4VJJ6RGPXQJFBOTSGBA4XW7AYVKDQ56MNYU']
[170, 'spam_score:', 0, 'GA2LFBLMQHNCMYO47IL3SQJMSV6UYERK7XHH6PRUR6SCXC2CZSAIFWNT']
[171, 'spam_score:', 11, 'GDEZ34LC6AM47TBSND6ECSAT2C3DA452E244VNCCVPNCDT6WVOLKB3PM']
[172, 'spam_score:', 6, 'GACPWXVY4XP3VENB5OUNQXNO2S525XHURGEC7Q3VXSHK557YRMVP2CDJ']
[173, 'spam_score:', 10, 'GDUPXUGENG2YCX4BVYKS3LH4N4UT7BTYPMBOS5UCVTAX2E5IZ6VYLC4L']
[174, 'spam_score:', 2, 'GCOO6OCPGG33LMMPAO6AYHXRB4QQLT4GQ7ZODCCZ376UPUB6VXESOVPP']
[175, 'spam_score:', 3, 'GDKUK4KATWBYBCCYFWYHAILPQZCQ2YVOIFY422ISBFUSMJAAY2PLDKRY']
[176, 'spam_score:', 0, 'GDDUXFBR5VJYCFD3DWRPCHWAGIJVHFDPM2PRA34OS7OTGLJISPRGLVRD']
[177, 'spam_score:', 5, 'GBVXFJ2LGOEJEXEIZLE2JQWZEKEDNOEKTUUZEFUA7IPXRTVCJCTQPERI']
[178, 'spam_score:', 0, 'GDS6YEAD37GJ2RQX7KWUNM5Z37UWEHG52F4E5RYA4VTY27QRGPLAPJCZ']
[179, 'spam_score:', 1, 'GAEL7LNPJETR5FQOAVG5WV5J74Q3RRRQQGK3TD5HQYJ5KUAF2P53WLX2']
[180, 'spam_score:', 1, 'GDMDIRG3GRN5YZSSJO7F4WVLTKX3WNNXSAHCCCDP2TBXPSRJ4RC6JAN7']
[181, 'spam_score:', 2, 'GBX6F7PSJDINX2EIBUOSNLEFNGIJRDMZHSPGMR2AIFIWUFIUQAGZO6O7']
[182, 'spam_score:', 12, 'GAGIHCZPSDQO6ZSEYOY6XAPKCLUKAU355BGKCPRSHXGKWQ2THSXCR3UJ']
[183, 'spam_score:', 1, 'GBEGMCI3RKHAVUYUB47BOVW73MMH2EBKDES3NGJJZBNG7QGT5TDCULPH']
[184, 'spam_score:', 0, 'GB3ZZ5WWSTTEP6VXA7MOWIBPDXGUUZWVEWJRQXN23Z44VXABRG4H3NSK']
[185, 'spam_score:', 1, 'GA3VYWSIQO7LV2XFHPXWXWD47TJWZ5QUQXLHNWXSE224E2TVSGO7MTHQ']
[186, 'spam_score:', 1, 'GDVEXD5KLT7DUJ5HV5XLMOMOEHSRGQHEUJSWTMDNXNB4YMPTSVLJ4GWD']
[187, 'spam_score:', 19, 'GDYAMAWGEXKQ7T4PHRWAS7TLLFOVHEJORQRBPNYCQMFVLNHTYIMQOJTL']
[188, 'spam_score:', 0, 'GAJ6DMBD2MDFANR6BZO6BWUYFLY7GTNTZB2IRFZFA6ARLXBBU3RTHID6']
[189, 'spam_score:', 36, 'GAQRCLLPSELYB6FU2FJHMNQELWEUJNBWYWZ3VV42C7BJISBOSJBVFHWG']
[190, 'spam_score:', 37, 'GAU74DOHSUHAE7J7ED5F53NLHR25FKXH4A3V26WVES7GU3Q7MLMAG35X']
[191, 'spam_score:', 0, 'GBE23CQ6LUN6J2RNRQ2D7Z3YZ6B2LCVHCNAGYKXVKRQM2W7POFTVTAPT']
[192, 'spam_score:', 32, 'GBRKICDR2IGKY2JTXEIYGKKMI6XZFF44QLCPRRAP3YMNQSEKISVF4YVV']
[193, 'spam_score:', 4, 'GAYYUMK5TXKLIUJ72DZ6NFDBIQMASZOQNXO6OLAXTZMT45AUZPDP6EG2']
