top # of balance,,spam_score,adr,balance@0516,note,
9784,spam_score:,0,GBEZGFVRW2CSBS24K3EKBEIBZEP5PYAGZ6WLNS4KJWNA4RAEPW2CU7FY,501 ,,
9785,spam_score:,0,GDZJFFDOWW4AV7FINRKG7HMD326OTVSNADXVATCCVSOIWSLB57Y7IMHA,501 ,,
9786,spam_score:,0,GBTOKDMWYQYYX6MRQCMT3AK4OBUWFMFILA6IP7VVDAX3MFVNPZ6DRM43,501 ,,
9787,spam_score:,0,GAOLY5RWBJMZ7MLW6XNK2TELZAHE7EK7H5HQKXWUJYFWQUKMOLE2J35L,501 ,,
9788,spam_score:,0,GCWUVXRNT2SI7QK2HYYJ2ELPHYBAMRTJ7I6VDCXHUYB3VQBISWPWPH3G,501 ,,
9789,spam_score:,0,GASDWB6TE5UD7I77IV25VBK2D4KJYS25732ETNJ2DI2MY6AC4E4DX4V3,501 ,,
9790,spam_score:,0,GAQHJKILCFVQ3NA6MEME7FDSND3W2KJQ2T2DTX7E24JHATOB23RWWBXO,501 ,,
9791,spam_score:,0,GACG2ZLMXCM7QIKYF7GQZCUA3HGVRMXAZZKEE4H5XXIGBG7BWCULWKP3,501 ,,
9792,spam_score:,0,GCANXUWO25POZRR4VHVOEMR3TZJCY7WTPOLFGOSC7Q2O7M6MGM5D46FI,501 ,,
9793,spam_score:,0,GBIZEVN34UDRH5E5X7NPEWXNCIK2MWJDIFH5XSZLCCIBBCDWLLT2FMWP,501 ,,
9794,spam_score:,0,GANXHIRD7EZN3QPDEPMRAUTAANGKA2F2HXQLYWDZ2745EYQAUVWKA3ZD,501 ,,
9795,spam_score:,0,GAE2JGUNXXLA3KPIGC56OVNOYJAZ5TMDOL2D7VSLOLW4UYTFEMM3YSSS,501 ,,
9796,spam_score:,0,GDAKR42N3QTI4DZEUTL4NN33OKDXFC6UIF3G7XM5L675T5OQOEMZXTP2,501 ,,
9797,spam_score:,0,GDT64DP2G3DH57LINPFZSRS7HYE2WT4Z4KWTNTDN33ITGJMOZOLX2IKQ,501 ,,
9798,spam_score:,0,GA2LTYHF53FESXCYYH2E4URWYF2A6XJW3NKN3TOXCKZUUWRVZNWAHWWZ,501 ,,
9799,spam_score:,0,GCBX6ZQ367DMRIVWX7WI2ZD5WU7NCFZ7XMZBCFX3ZTVHYVVHJKYB7277,501 ,,
9800,spam_score:,0,GDKVFIEKISESN45YBF73FYZD4B5DL4YMGPJKBEDYHDPDASZU52F6LNFV,501 ,,
9801,spam_score:,0,GBOXKMHIVEKGNMWPDHVP2L6OXDRVUYGJRJK6JCILBCAJIDLVMFG7MDPW,501 ,,
9802,spam_score:,0,GAZYTDCQVBC6AV5E4P32VQNXFX2GDILVDCAZQ6GTWEL3C4WKIMO63E2D,501 ,,
9803,spam_score:,0,GAOCYAYWRRP6ZQWAB723CP74EDCKXEIU5WIQSHWZJGAULQ3WP4RWQ7VG,501 ,,
9804,spam_score:,0,GBZG5V3QYMT6K57IMTZ2BRCZRUN3LWBG5EA352KNMRAUME2MNMKI2AHU,501 ,,
9805,spam_score:,0,GCO645R4K7ARYBM5NNVANOQD3FMQL2J5JOJJ7ZKAF6WU3TKP53YYIV27,501 ,,
9806,spam_score:,0,GBD4SBUFDOBYFMU5AX4NUT2QIBHBB3IRX5ECSOLESZLLYK3O5CJQU777,501 ,,
9807,spam_score:,0,GCICF7ZIVSSSO2KSVINMNFJFKCVNKVOYK2SAZCUH6NGHV6BYCBUCMWGA,501 ,,
9808,spam_score:,0,GAQUH5ZDUUVU6HLFRN6TJ2QDARP7H6RZNFVPYI4XOHDZS3WWDUA5L5P2,501 ,,
9809,spam_score:,0,GATV4NSI27SB2PZCRZV7FJTSGWKCQ4F4CYEWSJMGWE4FHRUXMQORCSY6,501 ,,
9810,spam_score:,0,GCYUCUHBML5DAJ7AVDDQJ654GZ224ZZAB6Q4CMQ5OB3TGUNVGYU3TSMK,501 ,,
9811,spam_score:,0,GAIWYYEBNZLEIQTFRNOMYVQGUM5GU6YKFMUBGBAT7M2AKGOYCJ6Y25RZ,501 ,,
9812,spam_score:,0,GDLXNMLARDOR3A4GGNZDJLZW2PM4QRGD5AOHK5K4FQW7QDBJ7WDFU4GP,501 ,,
9813,spam_score:,0,GCEINKUWLILCLOZHYMP5A5JLAJNXR3BFZYYZAROPDXFFLY6OLOQZOBHG,501 ,,
9814,spam_score:,0,GCXU3I73KTCEQSC2A6ICF5C2BHKDLEGVXPIQDK6HFTQT5VS6EORXQZNM,501 ,,
9815,spam_score:,0,GBV3JH7ZJAYE2SQTG5XANQR5H7EHK7JCVYUI34NNLATULQ7Q73DPL5PY,501 ,,
9816,spam_score:,0,GBY7YZ7KAIOLT6I4CK5ZIQX7GGWYWTVD67O7ZPG7QJ7MCOB32ZY3SSU2,501 ,,
9817,spam_score:,0,GA5BAB4R2E5ZNZ2GD4WLU7SHYZKBDA6VCLCO3FZBGQV6ZS2325Q5SX32,501 ,,
9818,spam_score:,0,GC7YQM4DVWR2UWKJQYOS27MKBGOWNH2LMWCUO4KAOZPLPVFIIWID4ZKI,501 ,,
9819,spam_score:,0,GDX2DAYWQHT52LBL2KQH6AOIRQPQB4HKCS4B4DQDPDYIIDP2EYWMABTN,501 ,,
9820,spam_score:,0,GC43NEBHFB6SCVX23MXD6VPEAGQS7UXH2YINY2VB6G3YJPRNKK7ZMNM4,501 ,,
9821,spam_score:,0,GCYWEJAWXVQH7DDH2W4UBLX54UZZ2KJU3HBSDAHU4PHMOVULXFP4KEHH,501 ,,
9822,spam_score:,0,GCL4QCSCOMAAH3WNPD6GQWPEDDPELOENQSK6K6YHTA2OQZCLU7J5FHT6,501 ,,
9823,spam_score:,0,GBWOXZBULC7FIPAHPXF2OEFDQHSFC62UCLAQ4B7DLSWYBNAR2KPTAHMJ,501 ,,
9824,spam_score:,0,GCPSHIS6AAKLZGX43SFX7RUAGZCL5PWYUHY7CJIN3WV4B7DS4XKBJIBT,501 ,,
9825,spam_score:,0,GADFI3NS6VS2VW2AR4B35UDUYQ3U3NS4RYA4YJA23YVGBE234TFVYVHO,501 ,,
9826,spam_score:,0,GAK25VXO46Y4AZ5D6T5BGLGWNSSAIJSMRPA3ZOOQ4R5G2N5DJOHLHK25,501 ,,
9827,spam_score:,0,GBBUOO6QIOKVXFRPFDXEDJYQWGVNE3T77BORVEPBVOKGQ2RVFZQYAK5V,501 ,,
9828,spam_score:,0,GDOBFHVZUXYYS3B7YBT2F5XIQSMEKEQ4ULGS2MUMDGJBQ3HR4GDLNTLA,501 ,,
9829,spam_score:,0,GARSPB4OHXPXUJ6GT4OOAA3RWVIZJCXJL3EQCJOQDALA5EC2JSAFM5ZA,501 ,,
9830,spam_score:,0,GDRMZQYBO6G7FQ4MADD2WL2QNWW2WJBHKV7QROMQU77XC3KUTILIB2ZF,501 ,,
9831,spam_score:,0,GDI2YEHQVKOMBMRFOZT6FCCYK3UVEY2D6XH27BJ2GEJSJNKO3H43JVST,501 ,,
9832,spam_score:,0,GAZ5C5QAE3CCLZWNTFZL2UC2PYCC65P6M6FWP7YQAFH5ABFJIWGTK7NX,501 ,,
9833,spam_score:,0,GBHFU66YI22BRS6D43TJYPURIWV5BM5QJMKM3SW2FWACHOVK7Y6Y42FT,501 ,,
9834,spam_score:,0,GCL53H3GQQXIITUDIPOKEA33BPQD4DOVWB3KFKSVIP2TP2WGIH3R6A42,501 ,,
9835,spam_score:,0,GAND2CX63J5MH22BLYOE7DOG4IEXBVHQY24U25EYWFNPNHSQUY2XDUHG,501 ,,
9836,spam_score:,0,GATVQEYY7U437HBCFKVHIFB3XWEC5P47D2JV5LUUZ4MGX337KSNGXT4K,501 ,,
9837,spam_score:,0,GDNIZH65MWMW4WCJ43B5OWSKRB36PQQQAGQ35G2Z3ZNUCP4YWM73A5TV,501 ,,
9838,spam_score:,0,GBG2QGYPK3OJTXMA3GRHHLULXUD7G44NZJ7X65C674TJYIFUZRORHHEI,501 ,,
9839,spam_score:,0,GAVGQMWOQ7B6CBS4UIZK6DPDTNAGD4Q6YS4VMKA64ZAFXEH232MMUWBA,501 ,,
9840,spam_score:,0,GDQQ4UCWIMYAIMHLERUTKOLJPKKX6MMIRXXY4OUHKQJMEUHITK4ZTX34,501 ,,
9841,spam_score:,0,GALBOO3OYL6LZJDWBUBGJOFGZTW6N3NWV3GS7KYKVJGNWJJYRNMKR4JI,501 ,,
9842,spam_score:,0,GBBT6UYHDB5W4R4CCRGNTY5VLOPR2EN4J2NG4D5O6WECYEDBQ74OL4JD,501 ,,
9843,spam_score:,0,GDJBQ3IAJOFFASGYH2VCAW7FOVDIVCAAWCTE5NUEDASNYAGFGGYWACDK,501 ,,
9844,spam_score:,0,GBNHH44O6KAP6H7P433K4XYOVLU2P7CZEIW4HJBYFKY2I6752CLDQC2H,501 ,,
9845,spam_score:,0,GANQTZSJQBTKJGU6BHCTKKOZYSR4L2AFRMHLORPCS4Q3QQS5LXGOXRSA,501 ,,
9846,spam_score:,0,GBGLV7L4FXACP6UYIL4RUQHRPTGBNFTB5RRHK4KQ6BAIMAQDRM2ANANS,501 ,,
9847,spam_score:,0,GCXINQURQOUZT4UKVH773BJS3YZ6SG3LGFBIFFCM4WY54CCHNRPZA6LS,501 ,,
9848,spam_score:,0,GB6QB4TFH5FOOAGBHKEHD4XD4FPZL4VJNPQDCFCRAKZMHH2ML7J43B4Z,501 ,,
9850,spam_score:,0,GDCQQREJ7VXCIT3R2B7WOXEVMKO4Y5XEQKJ24CZEWWSVQVG6ZPAV3D3S,501 ,,
9851,spam_score:,0,GDLQDC37NUBKHDKZAH5UCE346XNKD6PKWFXCJQI3VVH3QE4ZVFWLXCWZ,501 ,,
9852,spam_score:,0,GDADAZOATFUK5LELBQXRMEFO5HW5FZZ4A7ABTDBM75TPAYXZL5YHQGFQ,501 ,,
9853,spam_score:,0,GC7ZMXI6LDOM72XV3JAG2JQ6X2CNQMBBAWGZ4BTMTTEWARW4EWQCYK7I,501 ,,
9854,spam_score:,0,GD5BSBTCJIXBIXSZB6N3VUD6VBJSM2VZNOEHECDDYNRTDIPEOBSOQHJ4,501 ,,
9855,spam_score:,0,GAJ7MDCLGPYUWI4EVI45HIBWTTRQ5L24HH7FTJOW4AO5OZG6C7I4MKJK,501 ,,
9856,spam_score:,0,GA6FTCAVGPHHEN57HTHJMRXXF7ZO7KQYSAFWWBPZOBGGAIYO3FROJSSE,501 ,,
9857,spam_score:,0,GANVA3D6JPBHPTVXNQVN3QJHL52L22AIWGZKRPWQ35XOCFAA7IT2UALB,501 ,,
9858,spam_score:,0,GDBH2SKTMXVHUN4IIFFL3CSGXI43WR6AXIS3OMPEPIXTECLMPODKDX6P,501 ,,
9859,spam_score:,0,GACERYX5CYISVNMIXBR6OIIQJF45XCXMGJIJQDFPKHFXRRRV37OE7FEC,501 ,,
9860,spam_score:,0,GDLEIXHYISU6BWBJ7ALT3MW5IJGBPWPESMOUYAWBSZPGNT7TCW3J572P,501 ,,
9861,spam_score:,0,GA545F32MI4WTOSZR7N4J7AOAK6TDINDV7NREG4QZCS3CPPFIFEVB75A,501 ,,
9863,spam_score:,0,GA57FNNLAOYYR2EXRQUBVREQAJ276QI33ZGHTPKFKBYLLDIEIRTOMRPZ,501 ,,
9865,spam_score:,0,GD2L4XO3QQKA6VBQQ4WNISDBWXFGGPRDPWOYFPQT26EWYWR5NMS5N3CB,501 ,,
9866,spam_score:,0,GCXXWZ4LJTVMMMNMOBYPCMJEOQ34XWJQFRGMNPV6M6BRCFWE5XGQF3CQ,500 ,,
9867,spam_score:,0,GDOSKK3K5PPXW5XFY32USUPACO7ZM7JTLR2MQRHUORTNKW6ZE2LG6W4W,500 ,,
9868,spam_score:,0,GBTHHFP56YGZKMO4XDKWND3KDOBGW4OXXQLXLEEGO4VY4NMIIGKH57ZT,500 ,,
9869,spam_score:,0,GB35LQ5RVQGA6LWGCR75YLKNFXRHCDSLUA2TLXFRNEUR4RKTLF7EOTBW,500 ,,
9870,spam_score:,0,GCUZE2HIXKFINOCRIHRHO2HJ5L5VWKDAWE4XWCKMT5GPCDMTI3ZOSBVJ,500 ,,
9871,spam_score:,0,GBCLC362ZFJUXZUX42C5BNYXSIGUXCKQZ54TWCXTMQKTHXZA4ELBFDGH,500 ,,
9872,spam_score:,0,GAZHSJ5RV2FJIVOB62D2MX5XYQ4UFCLIGZHHABY2VRWYQFWMKG5Z46DR,499 ,,
9874,spam_score:,0,GA6LR53GU3P4RN4LR35AMUR3RYNAFSCNTZEMLHGGTJT4IMWAQ6SS7YS3,499 ,,
9875,spam_score:,0,GBOFMSMPG2KUJ3QQ2ODN44EPPVYLHWM77GSNHESPDI2KKY5XOGRO7CUU,499 ,,
9876,spam_score:,0,GD4GUTWDNAAO5II4ZH34LLW3B2Q3C22AGGVEY54EAWY37EE6VPKIORIP,499 ,,
9877,spam_score:,0,GCIBRL2NZEOPGCRO5M7Y24X3DCHMELRL3TRAFBUGC6JUW2JPSC4O6QZT,499 ,,
9878,spam_score:,0,GCMQ7WAC4I2OTLJQM5W4WWF2GFOECKBJN6SSMXUTYKXEDWMTCPMCOMUN,499 ,,
9879,spam_score:,0,GCACROFU5VI7QB7GWP7C5XSGNSD7JKTM4ZW5RF3AJS3GWQJAPP3C3IQW,498 ,,
9880,spam_score:,0,GCOZTWXXNWAEEZJRXL352BXJULRYTSYGY6SKVT5ECGKYUBK7CK33S2GW,498 ,,
9881,spam_score:,0,GAZJKMH5EAJZJFXPMPNDAXMXT3DC5ZOI5N3NVVHVXDHJDK4HCFF3G5UJ,496 ,,
9882,spam_score:,0,GALAOMMDWG7VFYIKNS6OPBFJ6DBSAIPP2KWRIJRANO3FVVTJAJBKBQD3,496 ,,
9883,spam_score:,0,GB6AM5QK5JQBG5ZXVJ2GAPSM6BBSBJ5JHRHRDOTS4GJ2MKUAI5VUGVX2,496 ,,
9884,spam_score:,0,GDQDU42LF7ORIEU2U4ZGSXSIITHUQ6JXC6J4LDN6Q2JN2E2OJ5ILPLQV,496 ,,
9885,spam_score:,0,GBEXF3D5E2XDGXE6FC7MVD6265OAM5TDKFIRNUXRVZGINXRGWJOTS3DK,496 ,,
9886,spam_score:,0,GDCWA2CJDBP3NXGENDZ427R4TYVS7VJULL3ZNYK5NRVEGXGTJPMR7BD2,496 ,,
9887,spam_score:,0,GDZA6T4XRAZ7R7HZRHG6CVOAFLOOAKHRTWHE7GCZIOZVBONSKZICI5A6,496 ,,
9888,spam_score:,0,GAH55U4S7JQRM3PGD4OGMX3B4UCNLEV4SYWFV26446T62EO7CEQ6AFS2,496 ,,
9889,spam_score:,0,GD4RD3JGKUFIL67JCB5BKF5KYKUJRM2S2L2D6YDY5UAJ4N4PISDXE6EB,494 ,,
9890,spam_score:,0,GBRFIU36HTADBEGHUAOAVJCJIL5FPQQUERQLTQ4LTCGDCJUJIMM2TV4I,493 ,,
9891,spam_score:,0,GC2IGK4FR2TGGIBMEGEH6UKMTXVD2JAL5LTVRHEBMH4I4ATBJ2E4YPUD,492 ,,
9892,spam_score:,0,GCPEWFQK5B25CNF3P6QVOIO5QZQCD2XX2NIS6566AEIYKASDYA6O5C7F,492 ,,
9893,spam_score:,0,GDHGF3V5HD7ME3VKKMI4CZJW7IDIJQOHVPG4A4RW62XBABT76QM522CR,491 ,,
9894,spam_score:,0,GDHREOFQ5536D43K7NV5RLYOZWHJXB62JHUJTT5UL35KAMNATDWJAURG,490 ,,
9895,spam_score:,0,GDTEKBVKPNDK3CEJMM3IEZI3FSH5XWZAENXF3EUSYUTZQFJAZXIVZZLU,490 ,,
9897,spam_score:,0,GDADLG57TUNZ2EPPCNSU6VKFXLI6VFYEIOBA7D3WATQQDDE6AQ5E3RED,489 ,,
9900,spam_score:,0,GDVCY47CI72FAT5EGO2HQRUEB7WBKQ7NPU2F347FVIOVJ45OKN7ILKDN,487 ,,
9901,spam_score:,0,GBMWQERF3QRAKLEDOFB5ZET3W6GD3U2TXQKJ3BP34D7LDDUUI7AILGBB,484 ,,
9902,spam_score:,0,GC6I2NIQPLFAQESFUR3QIOCUFGGUVXHIGARXDA2UCCEEGIALH4EXBLTW,484 ,,
9903,spam_score:,0,GDSCVHGK6IA5OVSSB7KVAXAMCWNVAK6Q45M7JYXTVK6M3W2C6PACCKXT,483 ,,
9904,spam_score:,0,GCQDTDNYFL75Y226LAHBHQQEROIEYG5FKSB7GDHQAUKAGQ7HFEQNW6SQ,483 ,,
9908,spam_score:,0,GD7VP262Z25PBRE5FRMA26ZZIE27G5IYCXCI7BPVKQNCH5D6OZSVFJEF,481 ,,
9909,spam_score:,0,GAD7FLSI3RAE3QC7WUVDCD7FMPWJSQ3FRACILIOALWLXCG3KZLYEEDB2,481 ,,
9910,spam_score:,0,GDIER5UPJSMHT4W3QC4SNSH7IOVGLKKRZ5T3ZTPRPPRZBI6XC2ZNUVNB,477 ,,
9911,spam_score:,0,GCFU23KBQOD2DHK55LIUGCFU6UKIBLQX7AHZPJKMDQIMF4FL3I7NIAXT,476 ,,
9912,spam_score:,0,GALRYWNEKIPY34Y34QM3WAHAHGQ4FQDGUKCT5UZ7YZOOMAD47GQGAOQU,476 ,,
9913,spam_score:,0,GC7WE5S3ARGYJF5FRGRUU5UHJIUPNXHHV22OZP2QH5OGUP3JUE56ZG74,474 ,,
9914,spam_score:,0,GC5NKBDI3HSR7REIU3MEMT2MGGMY5ETWKPIMRMFAMCGFPKT2XENE4EBD,474 ,,
9915,spam_score:,0,GAQ52Q7ZE5SKHSK2H273W33DM27SWZ2LFFVPED4IERVL6BN4CTDESZMS,474 ,,
9916,spam_score:,0,GCLHZJLE324ACGLC5N4FZL4MZ7GETINXUE33JWO42PXR4BYW27XH2LEK,473 ,,
9917,spam_score:,0,GCZPLX7OAFFQFDNECY7AET47P6ZPGLDZ5MF4QUJHYPKXMX7J53DGRWMF,472 ,,
9918,spam_score:,0,GDCNBISVXHKR5QZJRKONZNQS6E6CDZ3PNO6Y4ZETTSSOI57KICY5JJAR,472 ,,
9920,spam_score:,0,GBMGTOENYKXYDREFMIHRBWBRHPS43DP22WOEPL6ZJQUY43R73ELQZX3Z,471 ,,
9923,spam_score:,0,GBRBMOGEQAEVWAR3FN5764CE7JZRZM5PW3MCOCLZHUR3S4MDGC5O4YPT,471 ,,
9924,spam_score:,0,GBDD4N43PZUTLXLLR46U47USDZZGPSRCSZ2PNCLLKHI7GVB2L3CNZTJP,471 ,,
9925,spam_score:,0,GA3KQVJ6HPN5IWHI3S73RSLYR5EXJBRRQQ7U22TK2YXONJZL7Y7LXTME,470 ,,
9926,spam_score:,0,GCZ2MOJHRIZWHJN4J7HZISLBUTFXJQKLIM2FTRGVO5G4MMRYBYSBXJFF,470 ,,
9927,spam_score:,0,GBI4Q5J4SCZLVQLU65CG4BIXP6SGEGPSOPITKLMBU77EJ33CGIWEJGP3,470 ,,
9928,spam_score:,0,GBHTFTCV73HN2Y5LCMO3CBMMAHL67KT6DFJKTJIQA6T4GPWVU5O6P4FD,470 ,,
9929,spam_score:,0,GD57H5J7OFQB57DTBVNPGV2KSAAXDGEZJL5TNTVVLKQBNS2YHDSQGM5K,470 ,,
9931,spam_score:,0,GDQX6PMFMFXN3WFS72PSMHWMDGLHCVYDIT42LX2GNL4ITG27RKPK6VUL,468 ,,
9932,spam_score:,0,GDVOGSY4M4PYGZT2RXORGXY5FUXXRNS33O6E6MCBV44OUFBUSBMXXLKD,466 ,,
9933,spam_score:,0,GDE5WECAILDBYDIBTQDAPOOX7VN7LHT3XIMDPWRCUF3RPIBHABLY5U2O,465 ,,
9934,spam_score:,0,GBIG4V26E4TKQBXWT23JXSWOLSRH26ZFVHJ6JI5UAP35NDI5CYKJABQL,465 ,,
9935,spam_score:,0,GCR7GCF6XTUFD52AFLTM6L7YCPGTEYYDX3C4DTX6INW4DMMASRZG32JB,464 ,,
9936,spam_score:,0,GD5XGMSZLUX4Z5OQFOUKCZWRAMTFHEKPI2RHPNLTS2SZ6YNOBPOLZYH3,464 ,,
9939,spam_score:,0,GCLJMZEMCNETPQQC5EC3WTGJ3BOLTO2OB7N3S6A2VK7XUMLAESZJ2SQ2,463 ,,
9942,spam_score:,0,GATLJXQ3UMVGFAROJOP7HV72QASFQQUCFKJS727EIF3OGK4A7IHSKQKM,462 ,,
9944,spam_score:,0,GCFIWA7UCPFRKSX2LUDAONW6YXGF4KA34EFL2JHBDRUMJBPMSS7CQJRQ,461 ,,
9946,spam_score:,0,GANDQUZTQ4VXIPKJNQLYTTOUTUDMEB6DUZLVBO3APOCVWB2J5C2DPDGM,459 ,,
9947,spam_score:,0,GDHSJF64GCCE6TFZXCDV4K4VT6SPG5TDFPSCCKSRH2CS5TC5MUKZHAQ5,459 ,,
9949,spam_score:,0,GDKQWXS7UVTBJSGHAM5OXALROJ3PMWYR6YLVZWDIQLA3PEPTYB74B3PG,458 ,,
9950,spam_score:,0,GAM6JLYZC45KAK5KHEJWGILBOP6YYV6DZ5SOTZLZGTO7AK5O34FSYAIX,458 ,,
9951,spam_score:,0,GB5K2XPHVHXMKZ7GJABASJATVXTXG3ML3YCTMA2BBV23VUGWH37ABO4D,457 ,,
9952,spam_score:,0,GDEB3BEEON235523D665FXYX7MAUFAKRYJ5AU7M435ZILVDTKW4ISKLV,455 ,,
9953,spam_score:,0,GDGMLQANIB2YP7WRBFNBA6PFKYY6Q5NFU4H5P6YX6VQGWJZVILG7O4NG,454 ,,
9956,spam_score:,0,GATP2EN6S4UTGEUIPG6SDRGRUH7P2MHTF32R3QRUUEG7WJ2XZ5VD6NWB,454 ,,
9957,spam_score:,0,GCJBCKNKL5QBLF6UHMCV4NCZQC3GPKB5V4GLUKA6V27S3XXE45VYQOBR,454 ,,
9960,spam_score:,0,GBDK46ULONCJOGCCRD6VCE33O4MQ4KBFYAGWKCWVHKAJ2XT3KQBP6FL4,452 ,,
9961,spam_score:,0,GAKQCTHNMQQJTLIE465OJDJAZUX3TH5XCEHY7TD3ODWLHE7WGGTW2S7D,452 ,,
9963,spam_score:,0,GADRIDZDDQ54FYACEJ36V4RZM33M7X5CNCXCWH4P5I5FDFMN6FJEVHCC,451 ,,
9964,spam_score:,0,GD3CJHHFM7XY5QIGYVOHJTR5IXFYAEYTV3P4TKSEH4F6WLHXVCN56HIO,451 ,,
9965,spam_score:,0,GAZ7RYW7EKZBXUJDSTUG7QADCEGCQ75E7YPR2J6CTHECMN22LTWPAREJ,451 ,,
9969,spam_score:,0,GDYP3NZEHZOGAQTIUXYEJHQLOZUFC6UZO4NLOA7W2DJLG5NQQN2IMT25,450 ,,
9970,spam_score:,0,GAVCIK663DZW77UXDD4SBYDG47ANDFTC6ITIJ4BBE7LZICLN6BVFV3RH,450 ,,
9972,spam_score:,0,GCQJOQHVUTDZBD323KQKKHJ3SZH72UNAFNFL3FL2TERA6AJKMJC4G7AU,449 ,,
9973,spam_score:,0,GDOPZT4R5IHC6R7RADG2MCNK7DMED3OCRWYDRW5APGR5RRL5RVOXMGEC,449 ,,
9974,spam_score:,0,GAHCC4UNOZJ4BKII3ROMLMNX2GIYQJVBS7NMTA6YTHCHYNT2SUTTIJCQ,448 ,,
9975,spam_score:,0,GBYTRT35Q2EN3TCIHM4EJSYK4T5OE4YMCHJVN7R46VS5ADRMF4HCDMYA,447 ,,
9976,spam_score:,0,GDOWMXREAPAVMWWJ6SPX4BGKXIRECQCX52FDK6K7BTFMQDATYJE4XLMU,446 ,,
9980,spam_score:,0,GA3CVGGMB67HGIVJX43DXT5UTAIREB55VTWLGKJE7IUJN7RHBUDTZ5V2,443 ,,
9981,spam_score:,0,GCUADC4YTNNQDSQARFEBDXO4CLMKRNHQTJF5KEJHAQQX6EEV5PVVRNJD,443 ,,
9982,spam_score:,0,GAX5WDV2U2LOYK72Y3A7ZSSMCKRZCS6BJULFLIKF2TXWCOPSKBIA2BNC,443 ,,
9983,spam_score:,0,GDXHPY4TWQO5L2AXABCZAHAFABDCCAHRLYYV7MR44SB5YYYURPP5IW4O,443 ,,
9984,spam_score:,0,GD72J4GHTVYNPXZUPSA4RAOTGMKXIRINAQKKDD5DLUL7FCGM3NES6S5Q,442 ,,
9986,spam_score:,0,GAGPSAI3L56KT2YRY3DFKVCK2DRKXHZWAHJ5X7X3UV7CA543K5Y4QK42,442 ,,
9987,spam_score:,0,GDUIGC4TZRF7UNSPZX7P5H7MLZVHZBDX5RQGZVABL6BEKE3S4ZOBY7NE,441 ,,
9990,spam_score:,0,GCQMK4XBRA64HQ33SMPKRUWNSDEGTFA4644J6C3346SECWG6C2AK4K3Y,440 ,,
9991,spam_score:,0,GBYC6X5OI7JXSRF4PMCVXQUXWZJESDASF7S4QOQZPCYEJZYZPQKLNTDS,439 ,,
9992,spam_score:,0,GB3O62WTSFKSZ4AZ2Z2X4T4AXBURKPBA7XD2Q3XMLTDPX6OKM5GVAOVH,438 ,,
9993,spam_score:,0,GAEVYA3EHJRPDCYQUG7VFGYJIM5BT46OQHCLWBCNL7ITWJ3ZH45JSO56,438 ,,
9994,spam_score:,0,GCAGZZ7X7S5K5GWZT2N3FEB6USY6LNWEJGGJYLDZMS6TRIXSEQUKY2OA,437 ,,
9996,spam_score:,0,GARYEPX4AGXFEY2F3BEFPJCPVBFSTWKDBS5QS2SQOTO6GCIYQ2M4EK6D,437 ,,
9998,spam_score:,0,GCJ3RSCIYVEVT7PLMIKMJRAMEDLX7LBCZMBIDBKLVB2JU5JFYKJVLKEW,436 ,,
10005,spam_score:,0,GBHAU3QLLCBCE2CZKS5M7OSG62MJY6VJ7IXXV6DPVE4R6CDUIKCSVZP7,432 ,,
10006,spam_score:,0,GCBW35M3YGDTXHG6UR3CWECSNSKO775KUTOGH4DD6JH2QJLC3QBMLOKY,432 ,,
10008,spam_score:,0,GBSNBMUSACYXHK4KHTUROFQD2YGJUETAHNJSPTGHZ4MZIWMLXMFDJH5F,431 ,,
10009,spam_score:,0,GCKCP22MUK6ETIQV3C4H3ZBPRRSWRIKEUIWH6C3XMW45AARDR7K4333H,431 ,,
10011,spam_score:,0,GAY2J4SYRR7B3U3DKWIZPPMTGHYJ5D3W4PY7BAMD44HN3BS7QHSD6IFY,427 ,,
10012,spam_score:,0,GA3BCTDUGXVTMC5PFJSI62BCEBMGV23WQN7PNLM7NGSRM4D5T36RNLPU,427 ,,
10014,spam_score:,0,GDFFCWS4BELURZ2ESFFWR5FR4WGZNZNYBKTWS4BICXEQFVYAHRSQZMCY,424 ,,
10015,spam_score:,0,GAS7B2OH6453V6UXDUEJYJ7PRI5H2BATWEOW5LYWXLM6GAFVE2QDTQHM,423 ,,
10016,spam_score:,0,GDPKE3UORFISKSWER4ZNFLVWEPEFYW5Y5OQOOC76YW6DMO6OROHFV5Q7,423 ,,
10017,spam_score:,0,GDCOTTTZFVFJ5ZVFIVM2UIYLWL52GZ3LGK7PRXSOBSVCNJRRP3CBAQZ2,422 ,,
10019,spam_score:,0,GBHKNKRTZSYLTHM72TOX2SMYJVQ2ZINPVQDIKSLDPS4MQAEPHB3JO3KE,421 ,,
10020,spam_score:,0,GDOD2P755OY5HZTGTPLEHJB7AUJI5RRWKBAVLI23TAMSG7PBI74K7C4T,421 ,,
10021,spam_score:,0,GA47PLBS2KYGNOSZ6QE5PL4LAEI42KSTMQCNCYJ7HBMCNKH7E4P73EDT,420 ,,
10022,spam_score:,0,GCZD6BVVOFZJPOLCGMBY5KPLDYUK6OB7PWFE73QTX2B56TZ44YFRHTRR,420 ,,
10023,spam_score:,0,GALEFW4BOWT2MDD26XWVTQERI7SZFE6K4SZBRJQ72RRHRLZD6WSOURAD,419 ,,
10024,spam_score:,0,GA45QVIVDODTADIGVBSUPXVTN6MNXDIYOIBGS2EZUVM7LVEMMQJAO3XX,419 ,,
